count	title	author	year	lists	key
1	Gormenghast	Mervyn Peake		bbc_big_read_top100	gormenghast|peake
1	The Diary of Samuel Pepys	Samuel Pepys	1660	guardian_100_best_nonfiction_2017	diary of samuel pepys|pepys
1	Life: A User's Manual	Georges Perec	1978	le_monde_100_books	life|perec
1	This Present Darkness	Frank E. Peretti	1986	pbs_great_american_read	this present darkness|peretti
1	On Conic Sections	Apollonius of Perga		great_books_western_world	on conic sections|perga
1	Amers	Saint-John Perse	1957	le_monde_100_books	amers|perse
1	The Shell Seekers	Rosamunde Pilcher		bbc_big_read_top100	shell seekers|pilcher
1	Scientific Autobiography and Other Papers	Max Planck		great_books_western_world	scientific autobiography and other papers|planck
1	Ariel	Sylvia Plath	1965	guardian_100_best_nonfiction_2017	ariel|plath
1	Apology	Plato		great_books_western_world	apology|plato
1	Charmides	Plato		great_books_western_world	charmides|plato
1	Cratylus	Plato		great_books_western_world	cratylus|plato
1	Critias	Plato		great_books_western_world	critias|plato
1	Crito	Plato		great_books_western_world	crito|plato
1	Euthydemus	Plato		great_books_western_world	euthydemus|plato
1	Euthyphro	Plato		great_books_western_world	euthyphro|plato
1	Gorgias	Plato		great_books_western_world	gorgias|plato
1	Ion	Plato		great_books_western_world	ion|plato
1	Laches	Plato		great_books_western_world	laches|plato
1	Laws	Plato		great_books_western_world	laws|plato
1	Lysis	Plato		great_books_western_world	lysis|plato
1	Meno	Plato		great_books_western_world	meno|plato
1	Parmenides	Plato		great_books_western_world	parmenides|plato
1	Phaedo	Plato		great_books_western_world	phaedo|plato
1	Phaedrus	Plato		great_books_western_world	phaedrus|plato
1	Philebus	Plato		great_books_western_world	philebus|plato
1	Protagoras	Plato		great_books_western_world	protagoras|plato
1	Sophist	Plato		great_books_western_world	sophist|plato
1	Statesman	Plato		great_books_western_world	statesman|plato
1	Symposium	Plato		great_books_western_world	symposium|plato
1	The Seventh Letter	Plato		great_books_western_world	seventh letter|plato
1	Theaetetus	Plato		great_books_western_world	theaetetus|plato
1	Timaeus	Plato		great_books_western_world	timaeus|plato
1	The Six Enneads	Plotinus		great_books_western_world	six enneads|plotinus
1	The Lives of the Noble Grecians and Romans	Plutarch		great_books_western_world	lives of the noble grecians and romans|plutarch
1	The Narrative of Arthur Gordon Pym of Nantucket	Edgar Allan Poe	1838	guardian_100_best_novels_english_2015	narrative of arthur gordon pym of nantucket|poe
1	The Raven	Edgar Allen Poe		goodreads_lifetime_100_pdf	raven|poe
1	Science and Hypothesis	Henri Poincaré		great_books_western_world	science and hypothesis|poincare
1	Good Omens	Neil Gaiman and Terry Pratchett		bbc_big_read_top100	good omens|pratchett
1	Guards! Guards!	Terry Pratchett		bbc_big_read_top100	guards guards|pratchett
1	Mort	Terry Pratchett		bbc_big_read_top100	mort|pratchett
1	Night Watch	Terry Pratchett		bbc_big_read_top100	night watch|pratchett
1	The Colour of Magic	Terry Pratchett		bbc_big_read_top100	color of magic|pratchett
1	The Ballad of the Salty Sea	Hugo Pratt	1967	le_monde_100_books	ballad of the salty sea|pratt
1	Paroles	Jacques Prévert	1946	le_monde_100_books	paroles|prevert
1	Almagest	Ptolemy		great_books_western_world	almagest|ptolemy
1	Eugene Onegin	Pushkin		jeffrich_100_books	eugene onegin|pushkin
1	The Captain's Daughter	Pushkin		jeffrich_100_books	captains daughter|pushkin
1	The Queen of Spades	Pushkin		jeffrich_100_books	queen of spades|pushkin
1	Gravity's Rainbow	Thomas Pynchon	1973	time_100_novels	gravitys rainbow|pynchon
1	The Crying of Lot 49	Thomas Pynchon	1966	time_100_novels	crying of lot 49|pynchon
1	Zazie in the Metro	Raymond Queneau	1959	le_monde_100_books	zazie in the metro|queneau
1	Confessions of an English Opium-Eater	Thomas De Quincey	1822	guardian_100_best_nonfiction_2017	confessions of an english opium eater|quincey
1	Bérénice	Jean Racine		great_books_western_world	berenice|racine
1	Phèdre	Jean Racine		great_books_western_world	phedre|racine
1	The History of the World	Walter Raleigh	1614	guardian_100_best_nonfiction_2017	history of the world|raleigh
1	Swallows and Amazons	Arthur Ransome		bbc_big_read_top100	swallows and amazons|ransome
1	A Theory of Justice	John Rawls		modern_library_prh_nonfiction	theory of justice|rawls
1	Where the Red Fern Grows	Wilson Rawls	1961	pbs_great_american_read	where the red fern grows|rawls
1	Ten Days That Shook the World	John Reed	1919	guardian_100_best_nonfiction_2017	ten days that shook the world|reed
1	Cadillac Desert	Marc Reisner		modern_library_prh_nonfiction	cadillac desert|reisner
1	Journal, 1887–1910	Jules Renard	1925	le_monde_100_books	journal 1887 1910|renard
1	Bunt (Revolt)	Reymont		jeffrich_100_books	bunt|reymont
1	Ghost	Jason Reynolds	2016	pbs_great_american_read	ghost|reynolds
1	Machine Vendetta	Alastair Reynolds		goodreads_137197_top100	machine vendetta|reynolds
1	The Making of the Atomic Bomb	Richard Rhodes		modern_library_prh_nonfiction	making of the atomic bomb|rhodes
1	The Fortunes of Richard Mahoney	H.H. Richardson		jeffrich_100_books	fortunes of richard mahoney|richardson
1	The Notebooks of Malte Laurids Brigge	Rainer Maria Rilke	1910	le_monde_100_books	notebooks of malte laurids brigge|rilke
1	Gilead	Marilynne Robinson	2004	pbs_great_american_read	gilead|robinson
1	Thesaurus	Dr Peter Mark Roget	1852	guardian_100_best_nonfiction_2017	thesaurus|roget
1	Hadrian the Seventh	Frederick Rolfe	1904	guardian_100_best_novels_english_2015	hadrian the seventh|rolfe
1	The Devil to Pay in the Backlands	João Guimarães Rosa	1956	bokklubben_world_library	devil to pay in the backlands|rosa
1	Call It Sleep	Henry Roth	1935	time_100_novels	call it sleep|roth
1	A Discourse on Political Economy	Jean Jacques Rousseau		great_books_western_world	discourse on political economy|rousseau
1	A Discourse on the Origin of Inequality	Jean Jacques Rousseau		great_books_western_world	discourse on the origin of inequality|rousseau
1	The Social Contract	Jean Jacques Rousseau		great_books_western_world	social contract|rousseau
1	Masnavi	Rumi	1258–73	bokklubben_world_library	masnavi|rumi
1	Haroun and the Sea of Stories	Salman Rushdie		observer_100_greatest_novels_2003	haroun and the sea of stories|rushdie
1	Principia Mathematica	Alfred North Whitehead and Bertrand Russell		modern_library_prh_nonfiction	principia mathematica|russell
1	The Problems of Philosophy	Bertrand Russell		great_books_western_world	problems of philosophy|russell
1	Bostan	Saadi	1257	bokklubben_world_library	bostan|saadi
1	Holes	Louis Sachar		bbc_big_read_top100	holes|sachar
1	Awakenings	Oliver Sacks	1973	guardian_100_best_nonfiction_2017	awakenings|sacks
1	Cascade Failure	L.M. Sagas		goodreads_137197_top100	cascade failure|sagas
1	Orientalism	Edward Said	1978	guardian_100_best_nonfiction_2017	orientalism|said
1	Season of Migration to the North	Tayeb Salih	1966	bokklubben_world_library	season of migration to the north|salih
1	Wheel of Time, The	Robert Jordan / Brandon Sanderson	1990	pbs_great_american_read	wheel of time|sanderson
1	Blindness	José Saramago	1995	bokklubben_world_library	blindness|saramago
1	Tropisms	Nathalie Sarraute	1939	le_monde_100_books	tropisms|sarraute
1	Being and Nothingness	Jean-Paul Sartre	1943	le_monde_100_books	being and nothingness|sartre
1	What Is Life?	Erwin Schrödinger		great_books_western_world	what is life|schrodinger
1	Ivanhoe	Walter Scott		worldcat_library100	ivanhoe|scott
1	Staying On	Paul Scott	1977	penguin_100_classics	staying on|scott
1	The Wonderful Adventures of Mrs Seacole in Many Lands	Mary Seacole	1857	guardian_100_best_nonfiction_2017	wonderful adventures of missus seacole in many lands|seacole
1	Lovely Bones, The	Alice Sebold	2002	pbs_great_american_read	lovely bones|sebold
1	A Suitable Boy	Vikram Seth		bbc_big_read_top100	suitable boy|seth
1	Katherine	Anya Seton		bbc_big_read_top100	katherine|seton
1	A Midsummer Night's Dream	William Shakespeare		great_books_western_world	midsummer nights dream|shakespeare
1	All's Well That Ends Well	William Shakespeare		great_books_western_world	alls well that ends well|shakespeare
1	Antony and Cleopatra	William Shakespeare		great_books_western_world	antony and cleopatra|shakespeare
1	As You Like It	William Shakespeare		great_books_western_world	as you like it|shakespeare
1	Coriolanus	William Shakespeare		great_books_western_world	coriolanus|shakespeare
1	Cymbeline	William Shakespeare		great_books_western_world	cymbeline|shakespeare
1	Julius Caesar	William Shakespeare		great_books_western_world	julius caesar|shakespeare
1	Love's Labour's Lost	William Shakespeare		great_books_western_world	loves labours lost|shakespeare
1	Measure for Measure	William Shakespeare		great_books_western_world	measure for measure|shakespeare
1	Much Ado About Nothing	William Shakespeare		great_books_western_world	much ado about nothing|shakespeare
1	Pericles, Prince of Tyre	William Shakespeare		great_books_western_world	pericles prince of tyre|shakespeare
1	Sonnets	William Shakespeare		great_books_western_world	sonnets|shakespeare
1	The Comedy of Errors	William Shakespeare		great_books_western_world	comedy of errors|shakespeare
1	The Famous History of the Life of King Henry the Eighth	William Shakespeare		great_books_western_world	famous history of the life of king henry the eighth|shakespeare
1	The First Part of King Henry the Fourth	William Shakespeare		great_books_western_world	first part of king henry the fourth|shakespeare
1	The First Part of King Henry the Sixth	William Shakespeare		great_books_western_world	first part of king henry the sixth|shakespeare
1	The Life and Death of King John	William Shakespeare		great_books_western_world	life and death of king john|shakespeare
1	The Life of King Henry the Fifth	William Shakespeare		great_books_western_world	life of king henry the fifth|shakespeare
1	The Merchant of Venice	William Shakespeare		great_books_western_world	merchant of venice|shakespeare
1	The Merry Wives of Windsor	William Shakespeare		great_books_western_world	merry wives of windsor|shakespeare
1	The Second Part of King Henry the Fourth	William Shakespeare		great_books_western_world	second part of king henry the fourth|shakespeare
1	The Second Part of King Henry the Sixth	William Shakespeare		great_books_western_world	second part of king henry the sixth|shakespeare
1	The Taming of the Shrew	William Shakespeare		great_books_western_world	taming of the shrew|shakespeare
1	The Tempest	William Shakespeare		great_books_western_world	tempest|shakespeare
1	The Third Part of King Henry the Sixth	William Shakespeare		great_books_western_world	third part of king henry the sixth|shakespeare
1	The Tragedy of King Richard the Second	William Shakespeare		great_books_western_world	tragedy of king richard the second|shakespeare
1	The Tragedy of Richard the Third	William Shakespeare		great_books_western_world	tragedy of richard the third|shakespeare
1	The Two Gentlemen of Verona	William Shakespeare		great_books_western_world	two gentlemen of verona|shakespeare
1	The Winter's Tale	William Shakespeare		great_books_western_world	winters tale|shakespeare
1	Timon of Athens	William Shakespeare		great_books_western_world	timon of athens|shakespeare
1	Titus Andronicus	William Shakespeare		great_books_western_world	titus andronicus|shakespeare
1	Troilus and Cressida	William Shakespeare		great_books_western_world	troilus and cressida|shakespeare
1	Twelfth Night; or, What You Will	William Shakespeare		great_books_western_world	twelfth night|shakespeare
1	Celebrating Silence: Excerpts From Five Years of Weekly Knowledge 1995-2000	Sri Sri Ravi Shankar		goodreads_lifetime_100_pdf	celebrating silence|shankar
1	Saint Joan	George Bernard Shaw		great_books_western_world	saint joan|shaw
1	A Bright Shining Lie	Neil Sheehan		modern_library_prh_nonfiction	bright shining lie|sheehan
1	All This & More	Peng Shepherd		goodreads_137197_top100	all this and more|shepherd
1	And Quiet Flows the Don	Sholokhov		jeffrich_100_books	and quiet flows the don|sholokhov
1	A Town Like Alice	Nevil Shute		bbc_big_read_top100	town like alice|shute
1	Where the Sidewalk Ends	Shel Silverstein		goodreads_lifetime_100_pdf	where the sidewalk ends|silverstein
1	The Strange Case of Peter the Lett	Georges Simenon	1931	le_monde_100_books	strange case of peter the lett|simenon
1	The Immortal Life of Henrietta Lacks	Rebecca Skloot		goodreads_lifetime_100_pdf	immortal life of henrietta lacks|skloot
1	Life on Mars: Poems	Tracy K. Smith		goodreads_137197_top100	life on mars|smith
1	The Gulag Archipelago	Aleksandr Solzhenitsyn	1973	le_monde_100_books	gulag archipelago|solzhenitsyn
1	Strange Tales from a Chinese Studio	Pu Songling		jeffrich_100_books	strange tales from a chinese studio|songling
1	Against Interpretation	Susan Sontag	1966	guardian_100_best_nonfiction_2017	against interpretation|sontag
1	Ajax	Sophocles		great_books_western_world	ajax|sophocles
1	Electra	Sophocles		great_books_western_world	electra|sophocles
1	Philoctetes	Sophocles		great_books_western_world	philoctetes|sophocles
1	The Trachiniae	Sophocles		great_books_western_world	trachiniae|sophocles
1	Coldest Winter Ever, The	Sister Souljah	1999	pbs_great_american_read	coldest winter ever|souljah
1	Notebook, The	Nicholas Sparks	1996	pbs_great_american_read	notebook|sparks
1	The Gate of Heavenly Peace	Jonathan D. Spence		modern_library_prh_nonfiction	gate of heavenly peace|spence
1	Ethics	Benedict de Spinoza		great_books_western_world	ethics|spinoza
1	The Common Sense Book of Baby and Child Care	Dr Benjamin Spock	1946	guardian_100_best_nonfiction_2017	common sense book of baby and child care|spock
1	Heidi	Johanna Spyri		worldcat_library100	heidi|spyri
1	The Man Who Loved Children	Christina Stead	1940	time_100_novels	man who loved children|stead
1	Angle of Repose	Wallace Stegner		modern_library_prh_novels	angle of repose|stegner
1	The Autobiography of Alice B. Toklas	Gertrude Stein		modern_library_prh_nonfiction	autobiography of alice b toklas|stein
1	Travels with Charley	John Steinbeck	1962	penguin_100_classics	travels with charley|steinbeck
1	Snow Crash	Neal Stephenson	1992	time_100_novels	snow crash|stephenson
1	Just Mercy	Bryan Stevenson		goodreads_137197_top100	just mercy|stevenson
1	Travels With a Donkey in the Cévennes	Robert Louis Stevenson	1879	guardian_100_best_nonfiction_2017	travels with a donkey in the cevennes|stevenson
1	The Doomsday Butcher	S.E. Stitcher		goodreads_137197_top100	doomsday butcher|stitcher
1	Dog Soldiers	Robert Stone	1974	time_100_novels	dog soldiers|stone
1	The Prose Edda	Snorri Sturluson		jeffrich_100_books	prose edda|sturluson
1	Darkness Visible	William Styron		modern_library_prh_nonfiction	darkness visible|styron
1	The Confessions of Nat Turner	William Styron	1967	time_100_novels	confessions of nat turner|styron
1	The Art of War	Sun-Tzu		penguin_100_classics	art of war|sun-tzu
1	The Chestnut Man	Søren Sveistrup		goodreads_137197_top100	chestnut man|sveistrup
1	A Modest Proposal	Jonathan Swift	1729	guardian_100_best_nonfiction_2017	modest proposal|swift
1	The Annals	P. Cornelius Tacitus		great_books_western_world	annals|tacitus
1	The Histories	P. Cornelius Tacitus		great_books_western_world	histories|tacitus
1	Stories	Tagore		jeffrich_100_books	stories|tagore
1	Joy Luck Club, The	Amy Tan	1989	pbs_great_american_read	joy luck club|tan
1	The Magnificent Ambersons	Booth Tarkington		modern_library_prh_novels	magnificent ambersons|tarkington
1	The Goldfinch	Donna Tartt		bookbub_classics_lifetime	goldfinch|tartt
1	Religion and the Rise of Capitalism	R. H. Tawney		modern_library_prh_nonfiction	religion and the rise of capitalism|tawney
1	The Acquisitive Society	R. H. Tawney		great_books_western_world	acquisitive society|tawney
1	Service Model	Adrian Tchaikovsky		goodreads_137197_top100	service model|tchaikovsky
1	Shards of Earth	Adrian Tchaikovsky		goodreads_137197_top100	shards of earth|tchaikovsky
1	Shroud	Adrian Tchaikovsky		goodreads_137197_top100	shroud|tchaikovsky
1	Working	Studs Terkel		modern_library_prh_nonfiction	working|terkel
1	Some Desperate Glory	Emily Tesh		goodreads_137197_top100	some desperate glory|tesh
1	The Lives of a Cell	Lewis Thomas		modern_library_prh_nonfiction	lives of a cell|thomas
1	Lark Rise to Candleford	Flora Thompson	1939	penguin_100_classics	lark rise to candleford|thompson
1	On Growth and Form	D'Arcy Thompson		modern_library_prh_nonfiction	on growth and form|thompson
1	History of the Peloponnesian War	Thucydides		great_books_western_world	history of the peloponnesian war|thucydides
1	Democracy in America	Alexis de Tocqueville		great_books_western_world	democracy in america|tocqueville
1	Flights	Tokarczuk		jeffrich_100_books	flights|tokarczuk
1	The Books of Jacob	Tokarczuk		jeffrich_100_books	books of jacob|tokarczuk
1	The Death of Ivan Ilyich and Other Stories	Leo Tolstoy	1886	bokklubben_world_library	death of ivan ilyich|tolstoy
1	Friday	Michel Tournier	1967	le_monde_100_books	friday|tournier
1	A Study of History	Arnold J. Toynbee		modern_library_prh_nonfiction	study of history|toynbee
1	The Ragged-Trousered Philanthropists	Robert Tressell		bbc_big_read_top100	ragged trousered philanthropists|tressell
1	The Last Days of Hitler	Hugh Trevor-Roper	1947	guardian_100_best_nonfiction_2017	last days of hitler|trevor-roper
1	The Liberal Imagination	Lionel Trilling		modern_library_prh_nonfiction	liberal imagination|trilling
1	Barchester Towers	Anthony Trollope	1857	penguin_100_classics	barchester towers|trollope
1	Domestic Manners of the Americans	Frances Trollope	1832	guardian_100_best_nonfiction_2017	domestic manners of the americans|trollope
1	The Palliser Novels	Trollope		jeffrich_100_books	palliser novels|trollope
1	The Guns of August	Barbara Tuchman		modern_library_prh_nonfiction	guns of august|tuchman
1	The Frontier in American History	Frederick Jackson Turner		modern_library_prh_nonfiction	frontier in american history|turner
1	One L: The Turbulent True Story of a First Year at Harvard Law School	Scott Turow		goodreads_137197_top100	one l|turow
1	A Connecticut Yankee in King Arthur's Court	Mark Twain		worldcat_library100	connecticut yankee in king arthurs court|twain
1	Life on the Mississippi	Mark Twain	1883	guardian_100_best_nonfiction_2017	life on the mississippi|twain
1	The Autobiography of Mark Twain	Mark Twain		modern_library_prh_nonfiction	autobiography of mark twain|twain
1	The Prince and the Pauper	Mark Twain		worldcat_library100	prince and the pauper|twain
1	Breathing Lessons	Anne Tyler	1988	guardian_100_best_novels_english_2015	breathing lessons|tyler
1	Asterix the Gaul	René Goscinny and Albert Uderzo	1959	le_monde_100_books	asterix the gaul|uderzo
1	Kristin Lavransdatter	Undset		jeffrich_100_books	kristin lavransdatter|undset
1	Rabbit Redux	John Updike	1971	guardian_100_best_novels_english_2015	rabbit redux|updike
1	The Theory of the Leisure Class	Thorstein Veblen		great_books_western_world	theory of the leisure class|veblen
1	Le Silence de la mer	Vercors	1942	le_monde_100_books	silence de la mer|vercors
1	Cutting for Stone	Abraham Verghese		goodreads_lifetime_100_pdf	cutting for stone|verghese
1	20,000 Leagues Under the Sea	Jules Verne		worldcat_library100	twenty thousand leagues under the sea|verne
1	A Journey to the Center of the Earth	Jules Verne		worldcat_library100	journey to the center of the earth|verne
1	Froth on the Daydream	Boris Vian	1947	le_monde_100_books	froth on the daydream|vian
1	Eclogues	Virgil		great_books_western_world	eclogues|virgil
1	Georgics	Virgil		great_books_western_world	georgics|virgil
1	Sirens of Titan, The	Kurt Vonnegut	1959	pbs_great_american_read	sirens of titan|vonnegut
1	Time Is a Mother	Ocean Vuong		goodreads_137197_top100	time is a mother|vuong
1	The Nature of Life	C. H. Waddington		great_books_western_world	nature of life|waddington
1	The Glass Castle: A Memoir	Jeannette Walls		goodreads_lifetime_100_pdf	glass castle|walls
1	Lolly Willowes	Sylvia Townsend Warner	1926	guardian_100_best_novels_english_2015	lolly willowes|warner
1	Up From Slavery	Booker T. Washington		modern_library_prh_nonfiction	up from slavery|washington
1	Essays in Sociology (Chapters IV-XIII)	Max Weber		great_books_western_world	essays in sociology|weber
1	An American Dictionary of the English Language	Noah Webster	1828	guardian_100_best_nonfiction_2017	american dictionary of the english language|webster
1	Martian, The	Andy Weir	2014	pbs_great_american_read	martian|weir
1	Where Law Ends: Inside the Mueller Investigation	Andrew Weissmann		goodreads_137197_top100	where law ends|weissmann
1	The History of Mr Polly	HG Wells	1910	guardian_100_best_novels_english_2015	history of mister polly|wells
1	The Time Machine	H. G. Wells	1895	penguin_100_classics	time machine|wells
1	The War of the Worlds	H. G. Wells	1898	le_monde_100_books	war of the worlds|wells
1	Black Lamb and Grey Falcon	Rebecca West		modern_library_prh_nonfiction	black lamb and gray falcon|west
1	Ethan Frome	Edith Wharton		bookbub_classics_lifetime	ethan frome|wharton
1	The Natural History and Antiquities of Selborne	Gilbert White	1789	guardian_100_best_nonfiction_2017	natural history and antiquities of selborne|white
1	Vivisector	White		jeffrich_100_books	vivisector|white
1	An Introduction to Mathematics	Alfred North Whitehead		great_books_western_world	introduction to mathematics|whitehead
1	Intuitionist, The	Colson Whitehead	1999	pbs_great_american_read	intuitionist|whitehead
1	Science and the Modern World	Alfred North Whitehead		great_books_western_world	science and the modern world|whitehead
1	The Nickel Boys	Colson Whitehead		bookbub_classics_lifetime	nickel boys|whitehead
1	De Profundis	Oscar Wilde	1905	guardian_100_best_nonfiction_2017	de profundis|wilde
1	In the American Grain	William Carlos Williams		modern_library_prh_nonfiction	in the american grain|williams
1	The Contours of American History	William Appleman Williams		modern_library_prh_nonfiction	contours of american history|williams
1	Double Act	Jacqueline Wilson		bbc_big_read_top100	double act|wilson
1	Girls in Love	Jacqueline Wilson		bbc_big_read_top100	girls in love|wilson
1	Patriotic Gore	Edmund Wilson		modern_library_prh_nonfiction	patriotic gore|wilson
1	The Ants	Bert Hoelldobler and Edward O. Wilson		modern_library_prh_nonfiction	ants|wilson
1	The Story of Tracy Beaker	Jacqueline Wilson		bbc_big_read_top100	story of tracy beaker|wilson
1	Vicky Angel	Jacqueline Wilson		bbc_big_read_top100	vicky angel|wilson
1	Philosophical Investigations	Ludwig Wittgenstein		great_books_western_world	philosophical investigations|wittgenstein
1	Joy in the Morning	PG Wodehouse	1946	guardian_100_best_novels_english_2015	joy in the morning|wodehouse
1	The Code of the Woosters	P. G. Wodehouse	1938	penguin_100_classics	code of the woosters|wodehouse
1	This Boy’S Life	Tobias Wolff		modern_library_prh_nonfiction	this boys life|wolff
1	A Vindication of the Rights of Woman	Mary Wollstonecraft	1792	guardian_100_best_nonfiction_2017	vindication of the rights of woman|wollstonecraft
1	Florence Nightingale	Cecil Woodham-Smith		modern_library_prh_nonfiction	florence nightingale|woodham-smith
1	The Strange Career of Jim Crow	C. Vann Woodward		modern_library_prh_nonfiction	strange career of jim crow|woodward
1	Jacob's Room	Virginia Woolf	1922	guardian_100_best_novels_2026	jacobs room|woolf
1	The Chrysalids	John Wyndham	1955	penguin_100_classics	chrysalids|wyndham
1	The Swiss Family Robinson	Johann David Wyss		worldcat_library100	swiss family robinson|wyss
1	The Story of the Stone	Cao Xueqin		jeffrich_100_books	story of the stone|xueqin
1	Diary of a Madman and Other Stories	Lu Xun	1918	bokklubben_world_library	diary of a madman and other stories|xun
1	The Real Story of Ah Q	Lu Xun		jeffrich_100_books	real story of ah q|xun
1	Red Sorghum	Mo Yan		jeffrich_100_books	red sorghum|yan
1	Revolutionary Road	Richard Yates	1961	time_100_novels	revolutionary road|yates
1	The Art of Memory	Frances A. Yates		modern_library_prh_nonfiction	art of memory|yates
1	Autobiographies	W. B. Yeats		modern_library_prh_nonfiction	autobiographies|yeats
1	Collected Poems of W.B. Yeats	William Butler Yeats		bookbub_classics_lifetime	collected poems of w b yeats|yeats
1	Shack, The	William P. Young	2007	pbs_great_american_read	shack|young
1	The Abyss	Marguerite Yourcenar	1968	le_monde_100_books	abyss|yourcenar
1	Counsel, the Courtroom Is Open: Lessons from More Than a Half-Century in Law and Life	Mark C. Zauderer		goodreads_137197_top100	counsel the courtroom is open|zauderer
1	Confusion of Feelings	Stefan Zweig	1927	le_monde_100_books	confusion of feelings|zweig
